time,tls_id,controlled_lanes,state
68,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
69,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
70,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
70,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
71,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
72,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
73,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
74,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
75,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
76,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
77,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
78,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
79,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
80,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
80,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
81,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
82,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
83,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
84,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
85,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
86,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
87,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
88,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
89,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
90,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
90,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGGGrrrrrrrrrrrr
91,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrrrrrrrrr
92,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrrrrrrrrr
93,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrrrrrrrrr
94,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrrrrrrrrr
95,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrrrrrrrrr
96,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
97,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
98,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
99,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
100,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
100,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
101,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
102,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
103,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
104,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
105,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
106,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
107,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
108,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
109,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
110,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
110,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
111,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
112,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
113,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
114,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
115,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
116,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
117,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
118,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
119,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
120,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
120,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
121,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
122,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
123,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
124,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
125,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
126,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
127,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
128,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
129,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
130,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
130,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
131,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
132,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
133,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
134,intersection_1_1,road_1_2_3_0;road_1_2_3_0;road_1_2_3_1;road_1_2_3_1;road_2_1_2_0;road_2_1_2_0;road_2_1_2_1;road_2_1_2_1;road_1_0_1_0;road_1_0_1_0;road_1_0_1_1;road_1_0_1_1;road_0_1_0_0;road_0_1_0_0;road_0_1_0_1;road_0_1_0_1,GGrrrrrrGGrrrrrr
